ID,Title,Question,Chose_A,Chose_B,Chose_C,Chose_D,Chose_E,Correct,Answered,Explain
150781,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 458
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A company has implemented a pipeline in AWS CodePipeline. The company is using a
single AWS account and does not use AWS Organizations. The company needs to test
its AWS CloudFormation templates in its primary AWS Region and a disaster
recovery Region.

Which solution will meet these requirements with the MOST operational
efficiency?","In the CodePipeline pipeline, implement an AWS CodeDeploy action for each Region to deploy and test the CloudFormation templates. Update CodePipeline and AWS CodeBuild with appropriate permissions.",Configure CodePipeline to deploy and test the CloudFormation templates. Use CloudFormation StackSets to start deployment across both Regions.,Configure CodePipeline to invoke AWS CodeBuild to deploy and test the CloudFormation templates in each Region. Update CodeBuild and CloudFormation with appropriate permissions.,Use the Snyk action in CodePipeline to deploy and test the CloudFormation templates in each Region.,,"[{""voted_answers"": ""B"", ""vote_count"": 5, ""is_most_voted"": true}]",B,Using CloudFormation StackSets is the correct way to deploy CloudFormation templates across multiple Regions through CodePipeline.
150938,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 438
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A company has a virtual reality (VR) game. The game has a serverless backend
that consists of Amazon API Gateway, AWS Lambda, and Amazon DynamoDB. Recently,
the company noticed a sudden increase of new users globally. The company also
noticed delays in the retrieval of user data.

Which AWS service or feature can the company use to reduce the database response
time to microseconds?",Amazon ElastiCache,DynamoDB Accelerator (DAX),DynamoDB auto scaling,Amazon CloudFront,,"[{""voted_answers"": ""B"", ""vote_count"": 2, ""is_most_voted"": true}]",B,DynamoDB Accelerator (DAX) is the correct choice when the question involves reducing response times or providing in‑memory caching specifically for DynamoDB.
150940,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 448
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A developer is building an application on AWS. The application has an Amazon API
Gateway API that sends requests to an AWS Lambda function. The API is
experiencing increased latency because the Lambda function has limited available
CPU to fulfill the requests.

Before the developer deploys the API into production, the developer must
configure the Lambda function to have more CPU.

Which solution will meet this requirement?",Increase the virtual CPU (vCPU) cores quota of the Lambda function.,Increase the amount of memory that is allocated to the Lambda function.,Increase the ephemeral storage size of the Lambda function.,Increase the timeout value of the Lambda function.,,"[{""voted_answers"": ""B"", ""vote_count"": 1, ""is_most_voted"": true}]",B,"Increasing Lambda memory also increases the allocated CPU, which improves performance. vCPU cannot be increased directly."
150942,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 435
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A company has a serverless application that uses an Amazon API Gateway API to
invoke an AWS Lambda function. A developer creates a fix for a defect in the
Lambda function code. The developer wants to deploy this fix to the production
environment.

To test the changes, the developer needs to send 10% of the live production
traffic to the updated Lambda function version.

Which combination of steps will meet these requirements? (Choose two.)",Publish a new version of the Lambda function that contains the updated code.,Set up a new stage in API Gateway with a new Lambda function version. Enable weighted routing in API Gateway stages.,Create an alias for the Lambda function. Configure weighted routing on the alias. Specify a 10% weight for the new Lambda function version.,Set up a routing policy on a Network Load Balancer. Configure 10% of the traffic to go to the new Lambda function version.,E. Set up a weighted routing policy by using Amazon Route 53. Configure 10% of the traffic to go to the new Lambda function version.,"[{""voted_answers"": ""AC"", ""vote_count"": 2, ""is_most_voted"": true}]",AC,"To send a small percentage of traffic to a new Lambda version, you must first publish the new version and then use a Lambda alias with weighted routing. Options A and C together provide this."
150944,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 422
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A developer is automating a new application deployment with AWS Serverless
Application Model (AWS SAM). The new application has one AWS Lambda function and
one Amazon S3 bucket. The Lambda function must access the S3 bucket to only read
objects.

How should the developer configure AWS SAM to grant the necessary read privilege
to the S3 bucket?",Reference a second Lambda authorizer function.,Add a custom S3 bucket policy to the Lambda function.,Create an Amazon Simple Queue Service (SQS) topic for only S3 object reads. Reference the topic in the template.,Add the S3ReadPolicy template to the Lambda function's execution role.,,"[{""voted_answers"": ""D"", ""vote_count"": 3, ""is_most_voted"": true}]",D,"To allow a Lambda function to read from S3, you attach the S3ReadPolicy to its execution role. This grants the required permissions."
150946,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 452
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A developer needs to fix an AWS CodeDeploy deployment that failed. During the
failed deployment, the developer received the following error message:

“The overall deployment failed because too many individual instances failed
deployment, too few healthy instances are available for deployment, or some
instances in your deployment group are experiencing problems. (Error code:
HEALTH-CONSTRAINTS)”

What are the possible causes of the failed deployment? (Choose two.)",The CodeDeploy agent was not running on the instances that CodeDeploy was trying to deploy to.,The unified Amazon CloudWatch agent was not running on the instances that CodeDeploy was trying to deploy to.,The developer’s IAM role did not have the necessary permissions to perform code deployment to the instances.,CodeDeploy was trying to deploy to instances that were attached to an IAM instance profile that did not have the required permissions.,E. CodeDeploy was trying to deploy to instances that were not set up with correct CodeDeploy health checks.,"[{""voted_answers"": ""AE"", ""vote_count"": 3, ""is_most_voted"": true}]",AD,CodeDeploy most commonly fails when the CodeDeploy agent is not running on the target instances or when the attached IAM instance profile lacks required permissions. Health checks are not a standard cause of CodeDeploy deployment failures in this context.
151333,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 453
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A company is developing a serverless application that requires storage of
sensitive API keys as environment variables for various services. The
application requires the automatic rotation of the encryption keys every year.

Which solution will meet these requirements with no development effort?",Encrypt the environment variables by using AWS Secrets Manager. Set up automatic rotation in Secrets Manager.,Encrypt the environment variables by using AWS Key Management Service (AWS KMS) customer managed keys. Enable automatic key rotation.,Encrypt the environment variables by using AWS Key Management Service (AWS KMS) AWS managed keys. Configure a custom AWS Lambda function to automate key rotation.,Encrypt the environment variables by using AWS Systems Manager Parameter Store. Set up automatic rotation in Parameter Store.,,"[{""voted_answers"": ""B"", ""vote_count"": 4, ""is_most_voted"": true},
{""voted_answers"": ""A"", ""vote_count"": 3, ""is_most_voted"": false},
{""voted_answers"": ""D"", ""vote_count"": 1, ""is_most_voted"": false}]",A,KMS key rotation does not rotate or re-encrypt existing Lambda environment variables. Secrets Manager provides proper automatic rotation for sensitive data.
151546,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 436
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A developer is creating a video search application for a global company. The
video files have an average size of 2.5 TB. The video storage system must
provide instant access to the video files for the first 90 days. After the first
90 days, the video files can take more than 10 minutes to load.

Which solution will meet these requirements MOST cost-effectively?","Upload the video files to the Amazon Elastic File System (Amazon EFS) Standard storage class for the first 90 days. After 90 days, transition the video files to the EFS Standard-Infrequent Access (Standard-IA) storage class.","Upload the video files to Amazon S3. Use the S3 Glacier Deep Archive storage class for the first 90 days. After 90 days, transition the video file to the S3 Glacier Flexible Retrieval storage class.","Use Amazon Elastic Block Store (Amazon EBS) to store the video files for the first 90 days. After 90 days, transition the video files to the Amazon S3 Glacier Deep Archive storage class.","Upload the video files to Amazon S3. Use the S3 Glacier Instant Retrieval storage class for the first 90 days. After 90 days, transition the video files to the S3 Glacier Flexible Retrieval storage class.",,"[{""voted_answers"": ""D"", ""vote_count"": 3, ""is_most_voted"": true}]",D,"S3 Glacier Instant Retrieval provides low‑cost storage with immediate access, suitable for the first 90 days. After that period, transitioning to Glacier Flexible Retrieval reduces cost for infrequently accessed archives."
151547,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 456
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","An application ingests data from an Amazon Kinesis data stream. The shards in
the data stream are set for normal traffic.

During tests for peak traffic, the application ingests data slowly. A developer
needs to adjust the data stream to handle the peak traffic.

What should the developer do to meet this requirement MOST cost-effectively?",Install the Kinesis Producer Library (KPL) to ingest data into the data stream.,Switch to on-demand capacity mode for the data stream. Specify a partition key when writing data to the data stream.,Decrease the amount of time that data is kept in the data stream by using the DecreaseStreamRetentionPeriod API operation.,Increase the shard count in the data stream by using the UpdateShardCount API operation.,,"[{""voted_answers"": ""D"", ""vote_count"": 6, ""is_most_voted"": true},
{""voted_answers"": ""B"", ""vote_count"": 1, ""is_most_voted"": false}]",D,"Increasing the shard count raises the stream’s ingest and read capacity, resolving throughput bottlenecks."
151627,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 455
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","An application stores user data in Amazon S3 buckets in multiple AWS Regions. A
developer needs to implement a solution that analyzes the user data in the S3
buckets to find sensitive information. The analysis findings from all the S3
buckets must be available in the eu-west-2 Region.

Which solution will meet these requirements with the LEAST development effort?",Create an AWS Lambda function to generate findings. Program the Lambda function to send the findings to another S3 bucket in eu-west-2.,Configure Amazon Macie to generate findings. Use Amazon EventBridge to create rules that copy the findings to eu-west-2.,Configure Amazon Inspector to generate findings. Use Amazon EventBridge to create rules that copy the findings to eu-west-2.,Configure Amazon Macie to generate findings and to publish the findings to AWS CloudTrail. Use a CloudTrail trail to copy the results to eu-west-2.,,"[{""voted_answers"": ""B"", ""vote_count"": 2, ""is_most_voted"": true}]",B,"Amazon Macie automatically generates findings and publishes them to EventBridge, which can forward events to another region. This matches the requirement without extra components."
152773,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 501
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A developer is launching a global application that delivers content to multiple
countries. The developer needs to serve specific content based on the country of
each user and each user’s primary language. The developer must ensure that
content is served reliably and with low latency.

Which solution will meet these requirements?",Create an Amazon API Gateway REST API. Create an AWS Global Accelerator standard accelerator to resolve requests to the API. Configure endpoint groups on the accelerator. Attach listeners for each country and language.,Store the content in a centralized Amazon S3 bucket. Enable S3 Transfer Acceleration on the bucket. Create an Amazon Route 53 hosted zone that includes the endpoint for the S3 bucket. Create records in Route 53 that use geoproximity and geolocation routing policies.,Create an Amazon API Gateway REST API. Connect the REST API to AWS WAF. Use geo match statements and regex match statements to allow or deny requests based on the labels returned from web request evaluations.,Configure an Amazon CloudFront distribution that uses the application as an origin. Configure the distribution to forward the Accept-Language header and the CloudFront-Viewer-Country header to the origin.,,"[{""voted_answers"": ""D"", ""vote_count"": 6, ""is_most_voted"": true}]",D,CloudFront is the correct service for global content delivery and can forward Accept-Language and country headers so the application can return localized content.
152774,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 502
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A company generates SSL certificates from a third-party provider. The company
imports the certificates into AWS Certificate Manager (ACM) to use with public
web applications.

A developer must implement a solution to notify the company’s security team 90
days before an imported certificate expires. The company already has configured
an Amazon Simple Queue Service (Amazon SQS) queue. The company also has
configured an Amazon Simple Notification Service (Amazon SNS) topic that has the
security team’s email address as a subscriber.

Which solution will provide the security team with the required notification
about certificates?",Create an Amazon EventBridge rule that specifies the ACM Certificate Approaching Expiration event type. Set the SNS topic as the EventBridge rule’s target.,Create an AWS Lambda function to search for all certificates that are expiring within 90 days. Program the Lambda function to send each identified certificate’s Amazon Resource Name (ARN) in a message to the SQS queue.,Create an AWS Step Functions workflow that is invoked by each certificate’s expiration notification from AWS CloudTrail. Create an AWS Lambda function to send each certificate's Amazon Resource Name (ARN) in a message to the SQS queue.,Configure AWS Config with the acm-certificate-expiration-check managed rule to run every 24 hours. Create an Amazon EventBridge rule that includes an event pattern that specifies the Config Rules Compliance Change detail type and the configured rule. Set the SNS topic as the EventBridge rule’s target.,,"[{""voted_answers"": ""A"", ""vote_count"": 7, ""is_most_voted"": true},
{""voted_answers"": ""D"", ""vote_count"": 5, ""is_most_voted"": false}]",A,ACM natively emits the Certificate Approaching Expiration event to EventBridge. The simplest and correct solution is to create an EventBridge rule for that event and send notifications to SNS.
152775,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 503
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A developer has an AWS Lambda function that needs to access an Amazon DynamoDB
table named DailyOrders. The Lambda function must be able to perform read
operations on the table. The Lambda function must not be able to perform write
operations on the table.

The developer needs to create an IAM policy to associate with the Lambda
function's execution role.

Which IAM policy statement will meet these requirements?",[https://img.examtopics.com/aws-certified-developer-associate-dva-c02/image34.png],[https://img.examtopics.com/aws-certified-developer-associate-dva-c02/image35.png],[https://img.examtopics.com/aws-certified-developer-associate-dva-c02/image36.png],[https://img.examtopics.com/aws-certified-developer-associate-dva-c02/image37.png],,"[{""voted_answers"": ""D"", ""vote_count"": 8, ""is_most_voted"": true}]",D,"The question text was not provided, but based on available information, the most voted answer is assumed to be correct."
152776,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 504
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A developer is working on a new authorization mechanism for an application. The
developer must create an Amazon API Gateway API and must test JSON Web Token
(JWT) authorization on the API.

The developer must use the built-in authorizer and must avoid managing the code
with custom logic. The developer needs to define an API route that is available
at /auth to test the authorizer configuration.

Which solution will meet these requirements?",Create a WebSocket API and the /auth route. Configure and attach the JWT authorizer to the API. Deploy the API.,Create a WebSocket API and the /auth route. Create and configure an AWS Lambda authorizer. Attach the Lambda authorizer to the API. Deploy the API.,Create an HTTP API and the /auth route. Create and configure an AWS Lambda authorizer. Attach the Lambda authorizer to the /auth route. Deploy the API.,Create an HTTP API and the /auth route. Configure the JWT authorizer. Attach the JWT authorizer to the /auth route. Deploy the API.,,"[{""voted_answers"": ""D"", ""vote_count"": 6, ""is_most_voted"": true}]",D,"HTTP APIs natively support JWT authorizers, which can be attached directly to routes such as /auth. This is the simplest and correct setup for JWT-based authorization."
152777,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 505
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A company is creating a new application that gives users the ability to upload
and share short video files. The average size of the video files is 10 MB. After
a user uploads a file, a message needs to be placed into an Amazon Simple Queue
Service (Amazon SQS) queue so the file can be processed. The files need to be
accessible for processing within 5 minutes.

Which solution will meet these requirements MOST cost-effectively?",Write the files to Amazon S3 Glacier Deep Archive. Add the S3 location of the files to the SQS queue.,Write the files to Amazon S3 Standard. Add the S3 location of the files to the SQS queue.,Write the files to an Amazon Elastic Block Store (Amazon EBS) General Purpose SSD volume. Add the EBS location of the files to the SQS queue.,Write messages that contain the contents of the uploaded files to the SQS queue.,,"[{""voted_answers"": ""B"", ""vote_count"": 8, ""is_most_voted"": true},
{""voted_answers"": ""C"", ""vote_count"": 1, ""is_most_voted"": false}]",B,Large files should be stored in S3 Standard and only a pointer or location should be sent through SQS to avoid size limits and ensure quick access.
152778,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 506
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A developer is updating the code for an AWS Lambda function to add new
capabilities. The Lambda function has version aliases for production and
development environments that run separate versions of the function. The
developer needs to configure a staging environment for the Lambda function to
handle invocations to both the development version and the production version.

Which solution will meet these requirements?",Create a weighted alias that references the production version of the function and the updated version of the function.,Add a Network Load Balancer. Add the production version of the function and updated version of the function as targets.,Use AWS CodeDeploy to create a linear traffic shifting deployment,Create a tag for the Lambda function that contains the production version and updated version of the code.,,"[{""voted_answers"": ""A"", ""vote_count"": 5, ""is_most_voted"": true},
{""voted_answers"": ""C"", ""vote_count"": 1, ""is_most_voted"": false}]",C,AWS CodeDeploy is the recommended and supported service for performing controlled and automated traffic shifting deployments for Lambda functions.
152779,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 528
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A developer is building an ecommerce application that uses multiple AWS Lambda
functions. Each function performs a specific step in a customer order workflow,
such as order processing and inventory management.

The developer must ensure that the Lambda functions run in a specific order.

Which solution will meet this requirement with the LEAST operational overhead?",Configure an Amazon Simple Queue Service (Amazon SQS) queue to contain messages about each step a function must perform. Configure the Lambda functions to run sequentially based on the order of messages in the SQS queue.,Configure an Amazon Simple Notification Service (Amazon SNS) topic to contain notifications about each step a function must perform. Subscribe the Lambda functions to the SNS topic. Use subscription filters based on the step each function must perform.,Configure an AWS Step Functions state machine to invoke the Lambda functions in a specific order.,Configure Amazon EventBridge Scheduler schedules to invoke the Lambda functions in a specific order.,,"[{""voted_answers"": ""C"", ""vote_count"": 5, ""is_most_voted"": true}]",C,"AWS Step Functions is the correct service for orchestrating multiple Lambda functions in a specific, controlled order."
152780,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 519
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A developer is writing a mobile application that allows users to view images
from an S3 bucket. The users must be able to log in with their Amazon login, as
well as supported social media accounts.

How can the developer provide this authentication functionality?",Use Amazon Cognito with web identity federation.,Use Amazon Cognito with SAML-based identity federation.,Use IAM access keys and secret keys in the application code to allow Get* on the S3 bucket.,Use AWS STS AssumeRole in the application code and assume a role with Get* permissions on the S3 bucket.,,"[{""voted_answers"": ""A"", ""vote_count"": 5, ""is_most_voted"": true}]",A,"For client-side access to S3 without embedding credentials, Amazon Cognito with web identity federation is the correct approach."
152781,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 514
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A developer has deployed an AWS Lambda function that is subscribed to an Amazon
Simple Notification Service (Amazon SNS) topic. The developer must implement a
solution to add a record of each Lambda function invocation to an Amazon Simple
Queue Service (Amazon SQS) queue.

Which solution will meet this requirement?",Configure the SQS queue as a dead-letter queue for the Lambda function.,Create code that uses the AWS SDK to call the SQS SendMessage operation to add the invocation details to the SQS queue. Add the code to the end of the Lambda function.,Add two asynchronous invocation destinations to the Lambda function: one destination for successful invocations and one destination for failed invocations. Configure the SQS queue as the destination for each type. Create an Amazon CloudWatch alarm based on the DestinationDeliveryFailures metric to catch any message that cannot be delivered.,Add a single asynchronous invocation destination to the Lambda function to capture successful invocations. Configure the SQS queue as the destination. Create an Amazon CloudWatch alarm based on the DestinationDeliveryFailures metric to catch any message that cannot be delivered.,,"[{""voted_answers"": ""C"", ""vote_count"": 6, ""is_most_voted"": true},
{""voted_answers"": ""B"", ""vote_count"": 4, ""is_most_voted"": false},
{""voted_answers"": ""D"", ""vote_count"": 3, ""is_most_voted"": false}]",C,Using asynchronous invocation destinations for both success and failure and sending them to SQS is the correct way to capture all invocation results and monitor delivery failures.
152782,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 510
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","An AWS Lambda function generates a 3 MB JSON file and then uploads it to an
Amazon S3 bucket daily. The file contains sensitive information, so the
developer must ensure that it is encrypted before uploading to the bucket.

Which of the following modifications should the developer make to ensure that
the data is encrypted before uploading it to the bucket?",Use the default AWS Key Management Service (AWS KMS) key for Amazon S3 in the Lambda function code.,Use the S3 managed key and call the GenerateDataKey API to encrypt the file.,"Use the GenerateDataKey API, then use that data key to encrypt the file in the Lambda function code.",Use an AWS Key Management Service (AWS KMS) customer managed key for Amazon S3 in the Lambda function code.,,"[{""voted_answers"": ""C"", ""vote_count"": 5, ""is_most_voted"": true}]",C,"To encrypt data in Lambda before uploading to S3, you must call GenerateDataKey from a KMS customer-managed key, then use the returned plaintext data key to encrypt the file. Options using S3-managed keys cannot directly generate data keys."
152886,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 457
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A developer is building an application that uses an AWS Lambda function to
process data. The application requires minimum latency. The Lambda function must
have predictable function start times. All setup activities for the execution
environment must happen before invocation of the Lambda function.

Which solution will meet these requirements?",Increase the memory of the Lambda function to the maximum amount. Configure an Amazon EventBridge rule to schedule invocations of the Lambda function every minute to keep the execution environment active.,Optimize the static initialization code that runs when a new execution environment is prepared for the first time. Decrease and compress the size of the Lambda function package and the imported libraries and dependencies.,Increase the reserved concurrency of the Lambda function to the maximum value for unreserved account concurrency. Run any setup activities manually before the initial invocation of the Lambda function.,Publish a new version of the Lambda function. Configure provisioned concurrency for the Lambda function with the required minimum number of execution environments.,,"[{""voted_answers"": ""D"", ""vote_count"": 5, ""is_most_voted"": true}]",D,"Provisioned concurrency keeps Lambda execution environments initialized and warm, minimizing cold-start latency. This is the correct solution for improving performance during initial invocations."
152916,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 460
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A developer is implementing a serverless application by using AWS CloudFormation
to provision Amazon S3 web hosting. Amazon API Gateway, and AWS Lambda
functions. The Lambda function source code is zipped and uploaded to an S3
bucket. The S3 object key of the zipped source code is specified in the Lambda
resource in the CloudFormation template.

The developer notices that there are no changes in the Lambda function every
time the CloudFormation stack is updated.

How can the developer resolve this issue?",Create a new Lambda function alias before updating the CloudFormation stack.,Change the S3 object key or the S3 version in the CloudFormation template before updating the CloudFormation stack.,Upload the zipped source code to another S3 bucket before updating the CioudFormation stack.,Associate a cade signing configuration with the Lambda function before updating the CloudFormation stack.,,"[{""voted_answers"": ""B"", ""vote_count"": 2, ""is_most_voted"": true},
{""voted_answers"": ""A"", ""vote_count"": 1, ""is_most_voted"": false}]",B,CloudFormation requires a change to the Lambda code reference when updating a Lambda-backed resource. Changing the S3 object key or version ensures CloudFormation detects a code update.
152918,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 462
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A developer is building an application that processes a stream of user-supplied
data. The data stream must be consumed by multiple Amazon EC2 based processing
applications in parallel and in real time. Each processor must be able to resume
without losing data if there is a service interruption. The application
architect plans to add other processors in the near future, and wants to
minimize the amount of data duplication involved.

Which solution will satisfy these requirements?",Publish the data to Amazon Simple Queue Service (Amazon SQS).,Publish the data to Amazon Data Firehose.,Publish the data to Amazon EventBridge.,Publish the data to Amazon Kinesis Data Streams.,,"[{""voted_answers"": ""D"", ""vote_count"": 1, ""is_most_voted"": false}]",D,Kinesis Data Streams is the correct service for real‑time ingestion of high‑throughput streaming data.
152922,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 464
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A developer is using AWS CloudFormation to deploy an AWS Lambda function. The
developer needs to set the Lambda function's timeout value based on the
environment parameter of the template. The template contains mappings of
EnvironmentData for each environment's timeout value. The environment parameter
and EnvironmentData mappings are as follows:

Environment parameter:

[https://img.examtopics.com/aws-certified-developer-associate-dva-c02/image27.png]

EnvironmentData mappings:

[https://img.examtopics.com/aws-certified-developer-associate-dva-c02/image28.png]

Which statement will meet these requirements?","Timeout: !GetAtt [EnvironmentData, !Ref Environment, Timeout]","Timeout: !FindInMap [EnvironmentData, !Ref Environment, Timeout]","Timeout: !Select [EnvironmentData, !Ref Environment, Timeout]","Timeout: !ForEach[EnvironmentData, !Ref Environment, Timeout]",,"[{""voted_answers"": ""B"", ""vote_count"": 2, ""is_most_voted"": false}]",B,Fn::FindInMap is the correct intrinsic function to retrieve values from a CloudFormation mapping.
152923,"Exam question from Amazon's AWS Certified Developer - Associate DVA-C02
[/exams/amazon/aws-certified-developer-associate-dva-c02/]
Question #: 465
Topic #: 1
[All AWS Certified Developer - Associate DVA-C02 Questions]
[/exams/amazon/aws-certified-developer-associate-dva-c02/]","A company’s AWS accounts are in an organization in AWS Organizations. An
application in Account A uses environment variables that are stored as
parameters in AWS Systems Manager Parameter Store. A developer is creating a new
application in Account B that needs to use the same environment variables.

The application in Account B needs access to the parameters in Account A without
duplicating the parameters into Account B.

Which solution will meet these requirements with the LEAST operational overhead?",Configure the application in Account B to use credentials for an IAM user in AccountA that has access to the parameters.,Create an assumable IAM role in Account A. Grant the role the permission to access the parameters.,Configure cross-account resource sharing for the parameters by using AWS Resource Access Manager (AWS RAM).,Write a script that stores the parameter values in a private Amazon S3 bucket that both accounts can access.,,"[{""voted_answers"": ""C"", ""vote_count"": 4, ""is_most_voted"": true},
{""voted_answers"": ""B"", ""vote_count"": 1, ""is_most_voted"": false}]",B,AWS RAM cannot share SSM Parameter Store parameters. Cross-account access requires creating an IAM role in Account A that Account B can assume.
